1.300e+00	9.90494e+00	4.84382e+00	7.82971e+00	
1.320e+00	9.91470e+00	4.99275e+00	7.92004e+00	
1.347e+00	9.95132e+00	4.77058e+00	7.88708e+00	
1.365e+00	9.92813e+00	4.84443e+00	7.85901e+00	
1.366e+00	9.90005e+00	4.72480e+00	7.93957e+00	
1.371e+00	9.96475e+00	4.80293e+00	7.81384e+00	
1.377e+00	9.91958e+00	4.78462e+00	7.96155e+00	
1.378e+00	9.94156e+00	4.72663e+00	7.82361e+00	
1.379e+00	9.90738e+00	4.93233e+00	7.90173e+00	
1.381e+00	9.95132e+00	4.74800e+00	7.78943e+00	
1.387e+00	9.92447e+00	4.97749e+00	7.79553e+00	
1.389e+00	9.96841e+00	4.71382e+00	7.88952e+00	
1.390e+00	9.96109e+00	4.99580e+00	7.82727e+00	
1.392e+00	9.95621e+00	4.84688e+00	7.94324e+00	
1.394e+00	9.96353e+00	4.81270e+00	7.76745e+00	
1.412e+00	9.95743e+00	4.83162e+00	7.75402e+00	
1.428e+00	9.90616e+00	4.74434e+00	7.89685e+00	
1.445e+00	9.92813e+00	4.88838e+00	7.72473e+00	
1.451e+00	9.90738e+00	4.87495e+00	7.84802e+00	
1.457e+00	9.91226e+00	4.94026e+00	7.86633e+00	
1.477e+00	9.91470e+00	4.94209e+00	7.86755e+00	
1.491e+00	9.98795e+00	4.71199e+00	7.75280e+00	
1.496e+00	9.95621e+00	4.85969e+00	7.90173e+00	
1.500e+00	9.99527e+00	4.96956e+00	7.85901e+00	
1.510e+00	9.97940e+00	4.94820e+00	7.82605e+00	
1.516e+00	9.96353e+00	4.81331e+00	7.92615e+00	
1.525e+00	9.98550e+00	4.70161e+00	7.73938e+00	
1.526e+00	9.90127e+00	4.81025e+00	7.74548e+00	
1.534e+00	9.93545e+00	4.86580e+00	7.72595e+00	
1.535e+00	9.91958e+00	4.88289e+00	7.84680e+00	
1.536e+00	9.94644e+00	4.82002e+00	7.71740e+00	
1.553e+00	9.97330e+00	4.88228e+00	7.72595e+00	
1.559e+00	9.93912e+00	4.90181e+00	7.72473e+00	
1.568e+00	9.91104e+00	4.72358e+00	7.81628e+00	
1.570e+00	9.90494e+00	4.70039e+00	7.85290e+00	
1.572e+00	9.92935e+00	4.95308e+00	7.76257e+00	
1.574e+00	9.94766e+00	4.91524e+00	7.80041e+00	
1.590e+00	9.92935e+00	4.68269e+00	7.68811e+00	
1.592e+00	9.93057e+00	4.88655e+00	7.73816e+00	
1.593e+00	9.97574e+00	4.65400e+00	7.87732e+00	
1.598e+00	9.97208e+00	4.93660e+00	7.87610e+00	
1.601e+00	9.93057e+00	4.71626e+00	7.71008e+00	
1.604e+00	9.90494e+00	4.91463e+00	7.81750e+00	
1.607e+00	9.92935e+00	4.75227e+00	7.76013e+00	
1.620e+00	9.96231e+00	4.87617e+00	7.73816e+00	
1.623e+00	9.95743e+00	4.91463e+00	7.66735e+00	
1.625e+00	9.92203e+00	4.90913e+00	7.85779e+00	
1.631e+00	9.95743e+00	4.74434e+00	7.66369e+00	
1.643e+00	9.91226e+00	4.70527e+00	7.74548e+00	
1.644e+00	9.90738e+00	4.92134e+00	7.72229e+00	
1.645e+00	9.90127e+00	4.77668e+00	7.85779e+00	
1.660e+00	9.94400e+00	4.71077e+00	7.62951e+00	
1.670e+00	9.90616e+00	4.82490e+00	7.61975e+00	
1.681e+00	9.90127e+00	4.71626e+00	7.76501e+00	
1.702e+00	9.90249e+00	4.71382e+00	7.78576e+00	
6.321e+00	9.92691e+00	4.90181e+00	7.87366e+00	
6.332e+00	9.90616e+00	4.98238e+00	7.92493e+00	
6.339e+00	9.91836e+00	4.71199e+00	7.78210e+00	
6.378e+00	9.95132e+00	4.87556e+00	7.86511e+00	
6.386e+00	9.90005e+00	4.95918e+00	7.95789e+00	
6.392e+00	9.96841e+00	4.76997e+00	7.97131e+00	
6.398e+00	9.93057e+00	4.88594e+00	7.96155e+00	
6.399e+00	9.94156e+00	4.95186e+00	7.91394e+00	
6.401e+00	9.96597e+00	4.97627e+00	7.90295e+00	
6.402e+00	9.95621e+00	4.84688e+00	7.79553e+00	
6.411e+00	9.92813e+00	4.98177e+00	7.88098e+00	
6.412e+00	9.93545e+00	4.83345e+00	7.96887e+00	
6.414e+00	9.93790e+00	4.71931e+00	7.84558e+00	
6.415e+00	9.95865e+00	4.72663e+00	7.85412e+00	
6.418e+00	9.90860e+00	4.86824e+00	7.96277e+00	
6.422e+00	9.97574e+00	4.88045e+00	7.85290e+00	
6.425e+00	9.96719e+00	4.70405e+00	7.88708e+00	
6.436e+00	9.92691e+00	4.70771e+00	7.90661e+00	
6.440e+00	9.96597e+00	4.95247e+00	7.93835e+00	
6.441e+00	9.96353e+00	4.83284e+00	7.94690e+00	
6.448e+00	9.91592e+00	4.84932e+00	7.85046e+00	
6.451e+00	9.90494e+00	4.88716e+00	7.82605e+00	
6.453e+00	9.93301e+00	4.81514e+00	7.76989e+00	
6.457e+00	9.95987e+00	4.85115e+00	7.92981e+00	
6.467e+00	9.96963e+00	4.69306e+00	7.93713e+00	
6.469e+00	9.90005e+00	4.82612e+00	7.85901e+00	
6.471e+00	9.92569e+00	4.96956e+00	7.82361e+00	
6.473e+00	9.94644e+00	4.80232e+00	7.90906e+00	
6.478e+00	9.99283e+00	4.91585e+00	7.86999e+00	
6.480e+00	9.95254e+00	4.77424e+00	7.71862e+00	
6.481e+00	9.91226e+00	4.92073e+00	7.88708e+00	
6.497e+00	9.96963e+00	4.91829e+00	7.79919e+00	
6.517e+00	9.96475e+00	4.91646e+00	7.70764e+00	
6.523e+00	9.92569e+00	4.86641e+00	7.83093e+00	
6.525e+00	9.98306e+00	4.78096e+00	7.73816e+00	
